OBJECTID,MUID,SEQN,SNAM,S5ID,CMPPCT,NLAYERS,HYDGRP,SOL_ZMX,ANION_EXCL,SOL_CRK,TEXTURE,SOL_Z1,SOL_BD1,SOL_AWC1,SOL_K1,SOL_CBN1,CLAY1,SILT1,SAND1,ROCK1,SOL_ALB1,USLE_K1,SOL_EC1,SOL_Z2,SOL_BD2,SOL_AWC2,SOL_K2,SOL_CBN2,CLAY2,SILT2,SAND2,ROCK2,SOL_ALB2,USLE_K2,SOL_EC2,SOL_Z3,SOL_BD3,SOL_AWC3,SOL_K3,SOL_CBN3,CLAY3,SILT3,SAND3,ROCK3,SOL_ALB3,USLE_K3,SOL_EC3,SOL_Z4,SOL_BD4,SOL_AWC4,SOL_K4,SOL_CBN4,CLAY4,SILT4,SAND4,ROCK4,SOL_ALB4,USLE_K4,SOL_EC4,SOL_Z5,SOL_BD5,SOL_AWC5,SOL_K5,SOL_CBN5,CLAY5,SILT5,SAND5,ROCK5,SOL_ALB5,USLE_K5,SOL_EC5,SOL_Z6,SOL_BD6,SOL_AWC6,SOL_K6,SOL_CBN6,CLAY6,SILT6,SAND6,ROCK6,SOL_ALB6,USLE_K6,SOL_EC6,SOL_Z7,SOL_BD7,SOL_AWC7,SOL_K7,SOL_CBN7,CLAY7,SILT7,SAND7,ROCK7,SOL_ALB7,USLE_K7,SOL_EC7,SOL_Z8,SOL_BD8,SOL_AWC8,SOL_K8,SOL_CBN8,CLAY8,SILT8,SAND8,ROCK8,SOL_ALB8,USLE_K8,SOL_EC8,SOL_Z9,SOL_BD9,SOL_AWC9,SOL_K9,SOL_CBN9,CLAY9,SILT9,SAND9,ROCK9,SOL_ALB9,USLE_K9,SOL_EC9,SOL_Z10,SOL_BD10,SOL_AWC10,SOL_K10,SOL_CBN10,CLAY10,SILT10,SAND10,ROCK10,SOL_ALB10,USLE_K10,SOL_EC10,SOL_CAL1,SOL_CAL2,SOL_CAL3,SOL_CAL4,SOL_CAL5,SOL_CAL6,SOL_CAL7,SOL_CAL8,SOL_CAL9,SOL_CAL10,SOL_PH1,SOL_PH2,SOL_PH3,SOL_PH4,SOL_PH5,SOL_PH6,SOL_PH7,SOL_PH8,SOL_PH9,SOL_PH10
7,VT030,1,MISSISQUOI,VT0040,12,4,A,1651,0.5,0.5,LS-LS-GR--COS-GR--COS,127,1.1,0.15,550,2.03,3.5,16.09,80.41,10.48,0.01,0.17,0,304.8,1.42,0.11,500,0.68,3.5,16.09,80.41,11.56,0.06,0.17,0,889,1.52,0.03,650,0.23,2.5,6.43,91.07,15.69,0.15,0.17,0,1651,1.52,0.02,500,0.08,2.5,6.43,91.07,30,0.2,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,VT030,9,WAREHAM,MA0025,4,4,C,1524,0.5,0.5,LFS-S-COS-COS,152.4,1.1,0.14,750,2.03,2,16.87,81.13,5.6,0.01,0.17,0,406.4,1.4,0.05,1050,0.58,1.5,1.53,96.97,7.02,0.08,0.17,0,914.4,1.5,0.04,900,0.29,1.5,6.49,92.01,7.48,0.13,0.17,0,1524,1.5,0.03,750,0.29,1,6.53,92.47,10,0.13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,VT030,18,WEIDER,VT0111,3,3,B,1651,0.5,0.5,SIL-VFSL-S,152.4,1.33,0.18,15,1.45,10,57.09,32.91,3.83,0.01,0.32,0,635,1.38,0.13,85,0.48,10,25.63,64.37,3.97,0.09,0.43,0,1651,1.45,0.04,650,0.16,1.5,1.53,96.97,10,0.17,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,VT028,10,FARMINGTON,NY0094,3,3,C,482.6000061,0.5,0.5,L-L-UWB,203.2,1.25,0.16,33,2.33,18.5,38.54,42.96,10.29,0.01,0.32,0,457.2,1.35,0.13,23,0.78,18.5,38.54,42.96,17.44,0.05,0.32,0,482.6,2.5,0.01,600,0.26,5,25,70,98,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,VT028,19,ST. ALBANS,VT0003,2,3,B,1651,0.5,0.5,SL-SY--SL-SY--LCOS,177.8,1.13,0.17,270,3.2,6.5,30.37,63.13,11.75,0.01,0.24,0,482.6,1.23,0.11,260,1.07,5,30.69,64.31,31.01,0.03,0.24,0,1651,1.45,0.06,450,0.36,2.5,17.25,80.25,30,0.12,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,VT029,2,BINGHAMVILLE,VT0041,16,3,D,1651,0.5,0.5,SIL-SI-SIL,279.4,1.35,0.22,14,2.91,7.5,70.69,21.81,1.29,0.01,0.49,0,685.8,1.35,0.23,3.9,0.97,7.5,86.52,5.98,1.29,0.04,0.64,0,1651,1.35,0.21,1.8,0.32,12.5,73.09,14.41,1.29,0.12,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,VT023,11,PALATINE,NY0006,3,4,B,736.5999756,0.5,0.5,SIL-CN--SIL-CNV-SIL-UWB,279.4,1.25,0.19,26,3.49,11.5,56.14,32.36,7.51,0.01,0.32,0,457.2,1.35,0.14,15,0.29,11.5,56.14,32.36,20.93,0.13,0.28,0,711.2,1.83,0.09,6.8,0.29,11.5,56.14,32.36,51.86,0.13,0.2,0,736.6,2.5,0.01,500,0.1,5,25,70,98,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,VT023,13,SWANTON,ME0017,3,3,C,1651,0.5,0.5,FSL-FSL-SIC,177.8,1.15,0.19,210,3.49,8.5,26.89,64.61,1.1,0.01,0.28,0,558.8,1.3,0.15,150,1.02,8.5,26.89,64.61,1.24,0.03,0.32,0,1651,1.55,0.18,0.47,0.15,45,47.63,7.37,0,0.17,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,VT023,16,HINESBURG,VT0008,1,3,C,1651,0.5,0.5,FSL-S-VFSL,228.6,1.35,0.19,450,2.62,3,35.21,61.79,5.25,0.01,0.24,0,660.4,1.4,0.07,600,0.87,3,1.51,95.49,5.44,0.04,0.24,0,1651,1.5,0.13,70,0.29,9.5,25.77,64.73,2.89,0.13,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,VT023,19,LIVINGSTON,VT0018,1,4,D,1574.800049,0.5,0.5,C-C-C-C,177.8,1.35,0.19,1.7,5.81,62.5,26.24,11.26,0,0.01,0.49,0,914.4,1.38,0.13,0.14,0.58,75,17.58,7.42,0,0.08,0.49,0,1168.4,1.38,0.12,0.1,0.19,75,17.58,7.42,0,0.16,0.49,0,1574.8,1.4,0.11,0.07,0.06,75,17.58,7.42,0,0.2,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,VT025,5,STETSON,ME0021,4,4,B,1651,0.5,0.5,FSL-GR--FSL-GRV-LS-GRX-CO,177.8,1.15,0.16,200,2.33,7.5,27.18,65.32,10.9,0.01,0.17,0,533.4,1.15,0.13,250,1.45,5,34.48,60.52,25.24,0.01,0.1,0,685.8,1.3,0.09,400,0.73,1.5,16.52,81.98,27.62,0.06,0.1,0,1651,1.52,0.01,350,0.15,1,6.53,92.47,65,0.17,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,VT025,6,SCARBORO,MA0080,4,4,D,1651,0.5,0.5,MK--LS-FS-S-GR--COS,228.6,0.85,0.08,450,0,4,15.98,80.02,20,0.23,0.17,0,406.4,1.25,0.04,850,0,3,0.62,96.38,3.68,0.23,0.17,0,838.2,1.45,0.04,750,0,1,1.54,97.46,8.81,0.23,0.1,0,1651,1.45,0.02,700,0,1,6.53,92.47,20.85,0.23,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,VT043,4,MONSON,ME0102,9,4,C,406.3999939,0.5,0.5,STV-SIL-SIL-CN--SIL-UWB,25.4,0.85,0.11,10,0.58,10,57.09,32.91,40,0.08,0.24,0,177.8,1.45,0.15,6.9,1.74,14,55.62,30.38,18.76,0.01,0.28,0,381,1.55,0.14,5.7,0.73,14,55.62,30.38,20.91,0.06,0.28,0,406.4,2.5,0.01,500,0.24,5,25,70,98,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,VT043,6,ABRAM,ME0115,6,2,D,127,0.5,0.5,SIL-UWB,101.6,1,0.5,65,1.74,3.5,59.25,37.25,13.19,0.01,0.32,0,127,2.5,0.5,400,0.58,5,25,70,98,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,VT044,6,DIXFIELD,ME0105,6,3,C,1651,0.5,0.5,STV-FSL-FSL-GR--FSL,76.2,1.05,0.09,160,0.58,6.5,27.48,66.03,40,0.08,0.17,0,609.6,1.3,0.13,180,1.31,6.5,27.48,66.03,19.11,0.02,0.24,0,1651,1.8,0.1,110,0.15,6.5,27.48,66.03,26.24,0.17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,VT027,1,LIMERICK,VT0017,42,3,C,1651,0.5,0.5,SIL-VFSL-VFSL,127,1.3,0.21,12,2.03,7,71.07,21.93,0,0.01,0.49,0,711.2,1.3,0.17,90,0.68,6,40.57,53.43,0,0.06,0.49,0,1651,1.35,0.16,130,0.23,4.5,41.22,54.28,0,0.15,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,VT027,8,DUANE,NY0034,1,3,B,1320.800049,0.5,0.5,LFS-GRV-S-GRV-S,101.6,1.25,0.16,800,3.2,3,16.7,80.3,7.51,0.01,0.17,0,965.2,1.4,0.04,450,1.07,2.5,1.52,95.98,45.77,0.03,0.17,0,1320.8,1.55,0.02,400,0.36,1.5,1.53,96.97,54.01,0.12,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,VT028,2,MASSENA,NY0044,10,3,C,2032,0.5,0.5,STX-L-GR--FSL-GR--FSL,177.8,1.25,0.06,20,3.2,15,40.67,44.33,65,0.01,0.2,0,584.2,1.35,0.1,88,0.29,12.5,20.24,67.26,19.41,0.13,0.2,0,2032,1.83,0.08,52,0.1,12.5,20.24,67.26,30.91,0.19,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,VT025,8,WINDSOR,CT0014,3,3,A,1651,0.5,0.5,LS-LS-S,50.8,1.1,0.15,650,1.74,2,16.41,81.59,4.41,0.01,0.17,0,508,1.42,0.11,650,0.58,1.5,16.52,81.98,5.64,0.08,0.17,0,1651,1.52,0.04,700,0.19,1,1.54,97.46,7.6,0.16,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,VT025,11,ADAMS,NY0025,3,4,A,1778,0.5,0.5,LS-LS-S-FS,101.6,1.15,0.15,750,2.03,2.5,16.3,81.2,1.1,0.01,0.17,0,152.4,1.15,0.11,200,1.16,8.5,8.93,82.57,5.84,0.02,0.17,0,660.4,1.27,0.07,750,1.16,2.5,1.52,95.98,1.22,0.02,0.17,0,1778,1.35,0.04,700,0.15,2.5,0.62,96.88,8.5,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,VT025,17,HARTLAND,VT0011,3,4,B,1651,0.5,0.5,VFSL-SI-VFSL-FSL,152.4,1.3,0.18,270,2.91,6.5,29.39,64.11,1.24,0.01,0.49,0,482.6,1.35,0.23,6.6,0.97,6.5,87.46,6.04,1.29,0.04,0.64,0,812.8,1.4,0.14,56,0.32,9.5,28.45,62.05,1.34,0.12,0.64,0,1651,1.4,0.12,59,0.11,9.5,26.59,63.91,1.34,0.19,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,VT017,13,COVINGTON,VT0012,1,3,D,1651,0.5,0.5,SICL-C-C,203.2,1.35,0.2,7.9,5.81,35,47.76,17.24,1.29,0.01,0.49,0,609.6,1.35,0.15,0.23,1.94,75,17.58,7.42,1.29,0.01,0.49,0,1651,1.35,0.13,0.12,0.65,75,17.58,7.42,1.29,0.07,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,VT017,16,PANTON,VT0019,1,3,D,2032,0.5,0.5,SIC-C-C,203.2,1.35,0.19,0.94,5.81,59.5,40,0.5,0,0.01,0.49,0,1168.4,1.38,0.15,0.21,1.94,75,17.58,7.42,0,0.01,0.49,0,2032,1.38,0.13,0.12,0.65,75,17.58,7.42,0,0.07,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,VT021,6,ENOSBURG,VT0007,5,3,C,1651,0.5,0.5,LFS-S-VFSL,203.2,1.7,0.14,700,1.74,3,16.7,80.3,1.94,0.01,0.24,0,812.8,1.7,0.06,600,0.58,3,1.51,95.49,1.94,0.08,0.24,0,1651,1.6,0.13,54,0.19,10.5,25.49,64.01,0,0.16,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,VT033,7,KENDAIA,NY0103,4,3,C,1524,0.5,0.5,STV-SIL-L-GR--L,203.2,1.25,0.12,2.7,0,18.5,54.4,27.1,40,0.23,0.24,0,609.6,1.35,0.13,6.9,0,22.5,37.7,39.8,17.44,0.23,0.24,0,1524,1.83,0.09,3.8,0,22.5,37.7,39.8,42.18,0.23,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,VT033,12,ELMWOOD,ME0004,1,3,C,1651,0.5,0.5,FSL-SL-C,228.6,1.15,0.19,240,2.91,7.5,27.18,65.32,1.1,0.01,0.28,0,584.2,1.3,0.13,130,0.73,8.5,23.76,67.74,1.24,0.06,0.32,0,1651,1.52,0.17,1.5,0.15,45,28.9,26.1,0,0.17,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,VT033,15,LYONS,NY0105,1,3,D,1524,0.5,0.5,STV-SIL-GR--L-GR--L,228.6,1.25,0.12,2,0,22.5,52.72,24.78,40,0.23,0.28,0,914.4,1.35,0.13,5.1,0,23,37.45,39.55,17.44,0.23,0.37,0,1524,1.83,0.1,4.2,0,23,37.45,39.55,35.58,0.23,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,VT030,19,WINOOSKI,MA0023,2,2,B,1524,0.5,0.5,SIL-LVFS,203.2,1.25,0.21,5.1,2.03,11.5,67.63,20.87,1.2,0.01,0.49,0,1524,1.35,0.11,200,0.68,6,16.36,77.64,1.29,0.06,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,VT032,9,KARS,NY0228,4,3,A,1524,0.5,0.5,FSL-GRV-SL-GRV-S,279.4,1.25,0.14,77,2.03,11.5,26.01,62.49,8.88,0.01,0.24,0,558.8,1.4,0.07,45,0.68,11.5,23.11,65.39,46.03,0.06,0.17,0,1524,1.55,0.02,350,0.23,2.5,1.52,95.98,58.59,0.15,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,VT032,13,BENSON,VT0002,3,3,D,558.7999878,0.5,0.5,L-CNV-L-UWB,127,1.4,0.16,19,2.33,20,37.83,42.17,12.77,0.01,0.28,0,457.2,1.55,0.09,8.1,0.78,20,37.83,42.17,49.5,0.05,0.17,0,558.8,2.5,0.01,500,0.26,5,25,70,98,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,VT033,17,NELLIS,NY0211,1,4,B,1828.800049,0.5,0.5,SIL-GR--FSL-GR--FSL-SL,177.8,1.45,0.17,20,2.33,11.5,56.14,32.36,10.16,0.01,0.32,0,431.8,1.55,0.1,86,0.29,11.5,26.01,62.49,21.39,0.13,0.24,0,584.2,1.55,0.1,76,0.29,11.5,26.01,62.49,21.39,0.13,0.24,0,1828.8,1.77,0.08,58,0.29,10.5,23.33,66.17,30.04,0.13,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,VT033,20,MELROSE,ME0034,1,3,C,1651,0.5,0.5,FSL-FSL-C,177.8,1.15,0.19,240,2.91,7.5,27.18,65.32,1.1,0.01,0.28,0,584.2,1.3,0.15,170,1.02,7.5,27.18,65.32,1.24,0.03,0.32,0,1651,1.55,0.17,1.5,0.15,45,28.9,26.1,0,0.17,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,VT033,21,WHATELY,ME0035,1,3,D,1651,0.5,0.5,FSL-FSL-C,177.8,1.13,0.2,280,3.78,7.5,27.18,65.32,0,0.01,0.28,0,508,1.3,0.15,190,0.73,7.5,27.18,65.32,0,0.06,0.28,0,1651,1.55,0.17,1.6,0.15,45,28.9,26.1,0,0.17,0.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
